food_name,data_type
Fish and noodles with mushroom sauce,Survey (FNDDS)
Fish and rice with cream sauce,Survey (FNDDS)
Fish and rice with mushroom sauce,Survey (FNDDS)
Fish and rice with tomato-based sauce,Survey (FNDDS)
"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Survey (FNDDS)
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Survey (FNDDS)
Fish broth,SR Legacy
Fish curry,Survey (FNDDS)
Fish curry with rice,Survey (FNDDS)
"Fish fillet, fried as ingredient in sandwiches",Survey (FNDDS)
"Fish in lemon-butter sauce with starch item, vegetable, frozen meal",Survey (FNDDS)
"Fish oil, cod liver",SR Legacy
"Fish oil, herring",SR Legacy
"Fish oil, menhaden",SR Legacy
"Fish oil, menhaden, fully hydrogenated",SR Legacy
"Fish oil, salmon",SR Legacy
"Fish oil, sardine",SR Legacy
"Fish sandwich, fried, from fast food",Survey (FNDDS)
"Fish sandwich, fried, from fast food, with cheese",Survey (FNDDS)
"Fish sandwich, fried, on wheat bun",Survey (FNDDS)
"Fish sandwich, fried, on wheat bun, with cheese",Survey (FNDDS)
"Fish sandwich, fried, on white bun",Survey (FNDDS)
"Fish sandwich, fried, on white bun, with cheese",Survey (FNDDS)
"Fish sandwich, from school cafeteria",Survey (FNDDS)
"Fish sandwich, grilled",Survey (FNDDS)
"Fish sandwich, NFS",Survey (FNDDS)
Fish sauce,Survey (FNDDS)
"Fish shish kabob with vegetables, excluding potatoes",Survey (FNDDS)
Fish timbale or mousse,Survey (FNDDS)
"Fish with cream or white sauce, not tuna or lobster",Survey (FNDDS)
Fish with tomato-based sauce,Survey (FNDDS)
Fish wrap sandwich,Survey (FNDDS)
"Fish, anchovy",Survey (FNDDS)
"Fish, anchovy, european, canned in oil, drained solids",SR Legacy
"Fish, anchovy, european, raw",SR Legacy
"Fish, bass, baked or broiled",Survey (FNDDS)
"Fish, bass, baked or broiled, coated",Survey (FNDDS)
"Fish, bass, fresh water, mixed species, raw",SR Legacy
"Fish, bass, freshwater, mixed species, cooked, dry heat",SR Legacy
"Fish, bass, fried",Survey (FNDDS)
"Fish, bass, grilled",Survey (FNDDS)
"Fish, bass, NFS",Survey (FNDDS)
"Fish, bass, steamed",Survey (FNDDS)
"Fish, bass, striped, cooked, dry heat",SR Legacy
"Fish, bass, striped, raw",SR Legacy
"Fish, blackfish, whole (Alaska Native)",SR Legacy
"Fish, bluefish, cooked, dry heat",SR Legacy
"Fish, bluefish, raw",SR Legacy
"Fish, burbot, cooked, dry heat",SR Legacy
"Fish, burbot, raw",SR Legacy
"Fish, butterfish, cooked, dry heat",SR Legacy
"Fish, butterfish, raw",SR Legacy
"Fish, cake or patty",Survey (FNDDS)
"Fish, canned",Survey (FNDDS)
"Fish, carp",Survey (FNDDS)
"Fish, carp, cooked, dry heat",SR Legacy
"Fish, carp, raw",SR Legacy
"Fish, catfish, baked or broiled",Survey (FNDDS)
"Fish, catfish, baked or broiled, coated",Survey (FNDDS)
"Fish, catfish, channel, cooked, breaded and fried",SR Legacy
"Fish, catfish, channel, farmed, cooked, dry heat",SR Legacy
"Fish, catfish, channel, farmed, raw",SR Legacy
"Fish, catfish, channel, wild, cooked, dry heat",SR Legacy
"Fish, catfish, channel, wild, raw",SR Legacy
"Fish, catfish, farm raised, raw",Foundation
"Fish, catfish, fried",Survey (FNDDS)
"Fish, catfish, grilled",Survey (FNDDS)
"Fish, catfish, NFS",Survey (FNDDS)
"Fish, catfish, steamed",Survey (FNDDS)
"Fish, caviar, black and red, granular",SR Legacy
"Fish, cisco, raw",SR Legacy
"Fish, cisco, smoked",SR Legacy
"Fish, cod, Atlantic, canned, solids and liquid",SR Legacy
"Fish, cod, Atlantic, cooked, dry heat",SR Legacy
"Fish, cod, Atlantic, dried and salted",SR Legacy
"Fish, cod, Atlantic, raw",SR Legacy
"Fish, cod, Atlantic, wild caught, raw",Foundation
"Fish, cod, baked or broiled",Survey (FNDDS)
"Fish, cod, baked or broiled, coated",Survey (FNDDS)
"Fish, cod, fried",Survey (FNDDS)
"Fish, cod, grilled",Survey (FNDDS)
"Fish, cod, NFS",Survey (FNDDS)
"Fish, cod, Pacific, cooked",SR Legacy
"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",SR Legacy
"Fish, cod, Pacific, raw (may have been previously frozen)",SR Legacy
"Fish, cod, steamed",Survey (FNDDS)
"Fish, cooked, as ingredient",Survey (FNDDS)
"Fish, croaker",Survey (FNDDS)
"Fish, croaker, Atlantic, cooked, breaded and fried",SR Legacy
"Fish, croaker, Atlantic, raw",SR Legacy
"Fish, cusk, cooked, dry heat",SR Legacy
"Fish, cusk, raw",SR Legacy
"Fish, devilfish, meat (Alaska Native)",SR Legacy
"Fish, drum, freshwater, cooked, dry heat",SR Legacy
"Fish, drum, freshwater, raw",SR Legacy
"Fish, eel",Survey (FNDDS)
"Fish, eel, mixed species, cooked, dry heat",SR Legacy
"Fish, eel, mixed species, raw",SR Legacy
"Fish, fish sticks, frozen, prepared",SR Legacy
"Fish, flatfish (flounder and sole species), cooked, dry heat",SR Legacy
"Fish, flatfish (flounder and sole species), raw",SR Legacy
"Fish, flounder, baked or broiled",Survey (FNDDS)
"Fish, flounder, baked or broiled, coated",Survey (FNDDS)
"Fish, flounder, fried",Survey (FNDDS)
"Fish, flounder, grilled",Survey (FNDDS)
"Fish, flounder, NFS",Survey (FNDDS)
"Fish, flounder, steamed",Survey (FNDDS)
"Fish, gefiltefish, commercial, sweet recipe",SR Legacy
"Fish, grouper, mixed species, cooked, dry heat",SR Legacy
"Fish, grouper, mixed species, raw",SR Legacy
"Fish, haddock, baked or broiled",Survey (FNDDS)
"Fish, haddock, baked or broiled, coated",Survey (FNDDS)
"Fish, haddock, cooked, dry heat",SR Legacy
"Fish, haddock, fried",Survey (FNDDS)
"Fish, haddock, grilled",Survey (FNDDS)
"Fish, haddock, NFS",Survey (FNDDS)
"Fish, haddock, raw",Foundation
"Fish, haddock, raw",SR Legacy
"Fish, haddock, smoked",SR Legacy
"Fish, haddock, steamed",Survey (FNDDS)
"Fish, halibut",Survey (FNDDS)
"Fish, halibut, Atlantic and Pacific, cooked, dry heat",SR Legacy
"Fish, halibut, Atlantic and Pacific, raw",SR Legacy
"Fish, halibut, cooked, with skin (Alaska Native)",SR Legacy
"Fish, halibut, greenland, cooked, dry heat",SR Legacy
"Fish, halibut, Greenland, raw",SR Legacy
"Fish, halibut, raw, with skin (Alaska Native)",SR Legacy
"Fish, herring",Survey (FNDDS)
"Fish, herring eggs on giant kelp, Pacific (Alaska Native)",SR Legacy
"Fish, herring eggs, Pacific, dry (Alaska Native)",SR Legacy
"Fish, herring eggs, Pacific, plain (Alaska Native)",SR Legacy
"Fish, herring, Atlantic, cooked, dry heat",SR Legacy
"Fish, herring, Atlantic, kippered",SR Legacy
"Fish, herring, Atlantic, pickled",SR Legacy
"Fish, herring, Atlantic, raw",SR Legacy
"Fish, herring, Pacific, cooked, dry heat",SR Legacy
"Fish, herring, Pacific, flesh, air-dried, packed in oil (Alaska Native)",SR Legacy
"Fish, herring, Pacific, raw",SR Legacy
"Fish, ling, cooked, dry heat",SR Legacy
"Fish, ling, raw",SR Legacy
"Fish, lingcod, cooked, dry heat",SR Legacy
"Fish, lingcod, liver (Alaska Native)",SR Legacy
"Fish, lingcod, meat, raw (Alaska Native)",SR Legacy
"Fish, lingcod, raw",SR Legacy
"Fish, mackerel, Atlantic, cooked, dry heat",SR Legacy
"Fish, mackerel, Atlantic, raw",SR Legacy
"Fish, mackerel, baked or broiled",Survey (FNDDS)
"Fish, mackerel, baked or broiled, coated",Survey (FNDDS)
"Fish, mackerel, canned",Survey (FNDDS)
"Fish, mackerel, fried",Survey (FNDDS)
"Fish, mackerel, grilled",Survey (FNDDS)
"Fish, mackerel, jack, canned, drained solids",SR Legacy
"Fish, mackerel, king, cooked, dry heat",SR Legacy
"Fish, mackerel, king, raw",SR Legacy
"Fish, mackerel, NFS",Survey (FNDDS)
"Fish, mackerel, Pacific and jack, mixed species, cooked, dry heat",SR Legacy
"Fish, mackerel, Pacific and jack, mixed species, raw",SR Legacy
"Fish, mackerel, salted",SR Legacy
"Fish, mackerel, spanish, cooked, dry heat",SR Legacy
"Fish, mackerel, spanish, raw",SR Legacy
"Fish, mahimahi, cooked, dry heat",SR Legacy
"Fish, mahimahi, raw",SR Legacy
"Fish, milkfish, cooked, dry heat",SR Legacy
"Fish, milkfish, raw",SR Legacy
"Fish, monkfish, cooked, dry heat",SR Legacy
"Fish, monkfish, raw",SR Legacy
"Fish, mullet",Survey (FNDDS)
"Fish, mullet, striped, cooked, dry heat",SR Legacy
"Fish, mullet, striped, raw",SR Legacy
"Fish, NFS",Survey (FNDDS)
"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",Survey (FNDDS)
"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",Survey (FNDDS)
"Fish, NS as to type, baked or broiled",Survey (FNDDS)
"Fish, NS as to type, baked or broiled, coated",Survey (FNDDS)
"Fish, NS as to type, fried",Survey (FNDDS)
"Fish, NS as to type, steamed",Survey (FNDDS)
"Fish, ocean perch, Atlantic, cooked, dry heat",SR Legacy
"Fish, ocean perch, Atlantic, raw",SR Legacy
"Fish, perch, baked or broiled",Survey (FNDDS)
"Fish, perch, baked or broiled, coated",Survey (FNDDS)
"Fish, perch, fried",Survey (FNDDS)
"Fish, perch, grilled",Survey (FNDDS)
"Fish, perch, mixed species, cooked, dry heat",SR Legacy
"Fish, perch, mixed species, raw",SR Legacy
"Fish, perch, NFS",Survey (FNDDS)
"Fish, perch, steamed",Survey (FNDDS)
"Fish, pickled",Survey (FNDDS)
"Fish, pike",Survey (FNDDS)
"Fish, pike, northern, cooked, dry heat",SR Legacy
"Fish, pike, northern, liver (Alaska Native)",SR Legacy
"Fish, pike, northern, raw",SR Legacy
"Fish, pike, walleye, cooked, dry heat",SR Legacy
"Fish, pike, walleye, raw",SR Legacy
"Fish, pollock, Alaska, cooked",SR Legacy
"Fish, pollock, Alaska, cooked, dry heat (may contain additives to retain moisture)",SR Legacy
"Fish, pollock, Alaska, raw",SR Legacy
"Fish, pollock, Alaska, raw (may contain additives to retain moisture)",SR Legacy
"Fish, pollock, Atlantic, cooked, dry heat",SR Legacy
"Fish, pollock, Atlantic, raw",SR Legacy
"Fish, pollock, raw",Foundation
"Fish, pompano, baked or broiled",Survey (FNDDS)
"Fish, pompano, baked or broiled, coated",Survey (FNDDS)
"Fish, pompano, florida, cooked, dry heat",SR Legacy
"Fish, pompano, florida, raw",SR Legacy
"Fish, pompano, fried",Survey (FNDDS)
"Fish, pompano, grilled",Survey (FNDDS)
"Fish, pompano, NFS",Survey (FNDDS)
"Fish, pompano, steamed",Survey (FNDDS)
"Fish, pout, ocean, cooked, dry heat",SR Legacy
"Fish, pout, ocean, raw",SR Legacy
"Fish, raw",Survey (FNDDS)
"Fish, rockfish, Pacific, mixed species, cooked, dry heat",SR Legacy
"Fish, rockfish, Pacific, mixed species, raw",SR Legacy
"Fish, roe, mixed species, cooked, dry heat",SR Legacy
"Fish, roe, mixed species, raw",SR Legacy
"Fish, roughy, orange, cooked, dry heat",SR Legacy
"Fish, roughy, orange, raw",SR Legacy
"Fish, sablefish, cooked, dry heat",SR Legacy
"Fish, sablefish, raw",SR Legacy
"Fish, sablefish, smoked",SR Legacy
"Fish, salmon cake or patty",Survey (FNDDS)
"Fish, salmon, Atlantic, farm raised, raw",Foundation
"Fish, salmon, Atlantic, farmed, cooked, dry heat",SR Legacy
"Fish, salmon, Atlantic, farmed, raw",SR Legacy
"Fish, salmon, Atlantic, wild, cooked, dry heat",SR Legacy
"Fish, salmon, Atlantic, wild, raw",SR Legacy
"Fish, salmon, baked or broiled",Survey (FNDDS)
"Fish, salmon, baked or broiled, coated",Survey (FNDDS)
"Fish, salmon, canned",Survey (FNDDS)
"Fish, salmon, chinook, cooked, dry heat",SR Legacy
"Fish, salmon, chinook, raw",SR Legacy
"Fish, salmon, chinook, smoked",SR Legacy
"Fish, salmon, chinook, smoked, (lox), regular",SR Legacy
"Fish, salmon, chum, canned, drained solids with bone",SR Legacy
"Fish, salmon, chum, canned, without salt, drained solids with bone",SR Legacy
"Fish, salmon, chum, cooked, dry heat",SR Legacy
"Fish, salmon, chum, dried (Alaska Native)",SR Legacy
"Fish, salmon, chum, raw",SR Legacy
"Fish, Salmon, Chum, raw (Alaska Native)",SR Legacy
"Fish, salmon, coho (silver), raw (Alaska Native)",SR Legacy
"Fish, salmon, coho, farmed, cooked, dry heat",SR Legacy
"Fish, salmon, coho, farmed, raw",SR Legacy
"Fish, salmon, coho, wild, cooked, dry heat",SR Legacy
"Fish, salmon, coho, wild, cooked, moist heat",SR Legacy
"Fish, salmon, coho, wild, raw",SR Legacy
"Fish, salmon, fried",Survey (FNDDS)
"Fish, salmon, grilled",Survey (FNDDS)
"Fish, salmon, king (chinook), raw (Alaska Native)",SR Legacy
"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",SR Legacy
"Fish, salmon, king, chinook, liver (Alaska Native)",SR Legacy
"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",SR Legacy
"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",SR Legacy
"Fish, salmon, king, with skin, kippered, (Alaska Native)",SR Legacy
"Fish, salmon, NFS",Survey (FNDDS)
"Fish, salmon, pink, canned, drained solids",SR Legacy
"Fish, Salmon, pink, canned, drained solids, without skin and bones",SR Legacy
"Fish, salmon, pink, canned, total can contents",SR Legacy
"Fish, salmon, pink, canned, without salt, solids with bone and liquid",SR Legacy
"Fish, salmon, pink, cooked, dry heat",SR Legacy
"Fish, salmon, pink, raw",SR Legacy
"Fish, salmon, raw",Survey (FNDDS)
"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",SR Legacy
"Fish, salmon, red, (sockeye), kippered (Alaska Native)",SR Legacy
"Fish, salmon, red, canned, bones removed (Alaska Native)",SR Legacy
"Fish, salmon, smoked",Survey (FNDDS)
"Fish, salmon, sockeye (red), raw (Alaska Native)",SR Legacy
"Fish, salmon, sockeye, canned, drained solids",SR Legacy
"Fish, salmon, sockeye, canned, without salt, drained solids with bone",SR Legacy
"Fish, salmon, sockeye, cooked, dry heat",SR Legacy
"Fish, salmon, sockeye, raw",SR Legacy
"Fish, salmon, sockeye, wild caught, raw",Foundation
"Fish, salmon, steamed",Survey (FNDDS)
"Fish, salmon, tipnuk, fermented (Alaska Native)",SR Legacy
"Fish, sardine, Atlantic, canned in oil, drained solids with bone",SR Legacy
"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",SR Legacy
"Fish, sardines, canned",Survey (FNDDS)
"Fish, scup, cooked, dry heat",SR Legacy
"Fish, scup, raw",SR Legacy
"Fish, sea bass, mixed species, cooked, dry heat",SR Legacy
"Fish, sea bass, mixed species, raw",SR Legacy
"Fish, seatrout, mixed species, cooked, dry heat",SR Legacy
"Fish, seatrout, mixed species, raw",SR Legacy
"Fish, shad, american, cooked, dry heat",SR Legacy
"Fish, shad, american, raw",SR Legacy
"Fish, shark",Survey (FNDDS)
"Fish, shark, mixed species, cooked, batter-dipped and fried",SR Legacy
"Fish, shark, mixed species, raw",SR Legacy
"Fish, sheefish, raw (Alaska Native)",SR Legacy
"Fish, sheepshead, cooked, dry heat",SR Legacy
"Fish, sheepshead, raw",SR Legacy
"Fish, smelt, rainbow, cooked, dry heat",SR Legacy
"Fish, smelt, rainbow, raw",SR Legacy
"Fish, smoked",Survey (FNDDS)
"Fish, snapper",Survey (FNDDS)
"Fish, snapper, mixed species, cooked, dry heat",SR Legacy
"Fish, snapper, mixed species, raw",SR Legacy
"Fish, spot, cooked, dry heat",SR Legacy
"Fish, spot, raw",SR Legacy
"Fish, stick",Survey (FNDDS)
"Fish, sturgeon, mixed species, cooked, dry heat",SR Legacy
"Fish, sturgeon, mixed species, raw",SR Legacy
"Fish, sturgeon, mixed species, smoked",SR Legacy
"Fish, sucker, white, cooked, dry heat",SR Legacy
"Fish, sucker, white, raw",SR Legacy
"Fish, sunfish, pumpkin seed, cooked, dry heat",SR Legacy
"Fish, sunfish, pumpkin seed, raw",SR Legacy
"Fish, surimi",SR Legacy
"Fish, swordfish",Survey (FNDDS)
"Fish, swordfish, cooked, dry heat",SR Legacy
"Fish, swordfish, raw",SR Legacy
"Fish, tilapia, baked or broiled",Survey (FNDDS)
"Fish, tilapia, baked or broiled, coated",Survey (FNDDS)
"Fish, tilapia, cooked, dry heat",SR Legacy
"Fish, tilapia, farm raised, raw",Foundation
"Fish, tilapia, fried",Survey (FNDDS)
"Fish, tilapia, grilled",Survey (FNDDS)
"Fish, tilapia, NFS",Survey (FNDDS)
"Fish, tilapia, raw",SR Legacy
"Fish, tilapia, steamed",Survey (FNDDS)
"Fish, tilefish, cooked, dry heat",SR Legacy
"Fish, tilefish, raw",SR Legacy
"Fish, tofu, and vegetables, tempura",Survey (FNDDS)
"Fish, trout, baked or broiled",Survey (FNDDS)
"Fish, trout, baked or broiled, coated",Survey (FNDDS)
"Fish, trout, brook, raw, New York State",SR Legacy
"Fish, trout, fried",Survey (FNDDS)
"Fish, trout, grilled",Survey (FNDDS)
"Fish, trout, mixed species, cooked, dry heat",SR Legacy
"Fish, trout, mixed species, raw",SR Legacy
"Fish, trout, NFS",Survey (FNDDS)
"Fish, trout, rainbow, farmed, cooked, dry heat",SR Legacy
"Fish, trout, rainbow, farmed, raw",SR Legacy
"Fish, trout, rainbow, wild, cooked, dry heat",SR Legacy
"Fish, trout, rainbow, wild, raw",SR Legacy
"Fish, trout, steamed",Survey (FNDDS)
"Fish, tuna salad",SR Legacy
"Fish, tuna, canned",Survey (FNDDS)
"Fish, tuna, cooked",Survey (FNDDS)
"Fish, tuna, fresh, bluefin, cooked, dry heat",SR Legacy
"Fish, tuna, fresh, bluefin, raw",SR Legacy
"Fish, tuna, fresh, skipjack, raw",SR Legacy
"Fish, tuna, fresh, yellowfin, raw",SR Legacy
